country,city,district,min_booking_duration,beds,rooms,deposit,area,price,accommodates,number_of_pics,cleaning_fee,first_pic_category,was_published,clicks_count
1,0,0,3,1,2,1000.0,58.0,1400.0,2,11,150.0,UNCATEGORIZED,0,0
1,359,380,3,1,2,3900.0,60.0,1950.0,2,11,250.0,ROOM_BEDROOM,1,27
1,155,1068,6,1,2,2400.0,75.0,2440.0,2,15,250.0,UNCATEGORIZED,1,455
1,711,723,1,1,1,800.0,31.0,790.0,1,14,50.0,KITCHEN,1,220
1,929,907,1,0,0,0.0,,,,,,,0,0
1,834,830,3,1,1,1500.0,35.0,758.0,1,9,118.0,ROOM_BEDROOM,1,185
1,155,315,1,2,5,3000.0,100.0,3450.0,4,30,150.0,STAIRS,1,5
2,1454,,1,4,3,500.0,91.0,2632.0,7,25,120.0,DINING_ROOM,1,57
1,442,464,1,2,1,3600.0,35.0,1800.0,2,7,80.0,UNCATEGORIZED,0,0
1,155,965,3,2,2,800.0,57.0,1090.0,2,6,60.0,OFFICE,1,551
2,1086,,1,1,1,2200.0,25.0,2200.0,2,6,0.0,LIVING_DINING_ROOM,1,16
1,1356,1250,2,2,4,3000.0,125.0,1860.0,4,8,100.0,LIVING_ROOM,1,35
0,1530,,1,2,3,1500.0,73.0,2620.0,4,16,370.0,LIVING_DINING_ROOM,1,0
1,155,147,1,0,0,0.0,,,,,,,0,0
0,1530,,1,2,3,1500.0,52.0,1900.0,4,16,370.0,LIVING_ROOM,1,10
1,603,619,1,0,0,0.0,,,,,,,0,0
1,155,918,3,4,3,4500.0,106.0,3500.0,6,11,600.0,ROOM_BEDROOM,1,262
1,749,761,3,2,2,2000.0,54.0,1050.0,1,14,150.0,UNCATEGORIZED,1,67
1,961,931,1,7,4,2000.0,150.0,3500.0,8,92,60.0,ROOM_BEDROOM,0,0
1,155,916,1,2,2,2000.0,65.0,1983.0,3,25,130.0,LIVING_DINING_ROOM,1,126
1,1519,440,1,1,2,1500.0,45.0,1050.0,2,7,120.0,ROOM_BEDROOM,0,0
1,771,782,3,3,1,0.0,36.0,2200.0,3,12,40.0,UNCATEGORIZED,1,4
1,343,363,1,0,0,0.0,,,,,,,0,0
1,450,469,3,1,1,1000.0,25.0,870.0,1,10,0.0,ROOM_BEDROOM,1,318
1,155,1068,3,1,2,2000.0,48.0,1695.0,2,20,160.0,LIVING_DINING_ROOM,1,325
1,1281,1187,1,0,0,0.0,,,,,,,0,0
2,1086,,1,2,2,250.0,38.0,12457.0,2,11,60.0,ROOM_BEDROOM,1,1
1,450,469,3,2,3,11700.0,120.0,3900.0,2,15,150.0,UNCATEGORIZED,1,119
1,155,7,1,0,0,0.0,,,,,,,0,0
1,89,97,6,3,4,4780.0,93.0,2390.0,4,14,190.0,ROOM_BEDROOM,1,41
1,968,940,3,0,0,0.0,,,,,,,0,0
1,349,371,1,2,2,952.0,45.0,952.0,1,17,50.0,LIVING_ROOM,1,11
0,1530,,1,3,2,1000.0,50.0,1450.0,5,20,150.0,ROOM_BEDROOM,1,2
1,155,315,3,3,4,2450.0,108.0,2450.0,4,12,0.0,LIVING_DINING_ROOM,1,153
1,155,916,1,0,0,0.0,,,,,,,0,0
1,871,856,1,0,0,0.0,,,,,,,0,0
2,50,1201,1,1,2,2980.0,60.0,1490.0,1,3,50.0,ROOM_BEDROOM,1,2
1,1441,1306,1,0,0,0.0,,,,,,,0,0
1,155,916,1,0,0,0.0,,,,,,,0,0
1,880,865,1,3,4,750.0,100.0,1850.0,5,16,120.0,LIVING_DINING_ROOM,1,11
1,358,379,1,4,2,0.0,64.0,2900.0,2,20,70.0,UNCATEGORIZED,1,2
2,1086,,1,7,6,800.0,180.0,29844.0,12,16,150.0,UNCATEGORIZED,1,0
1,155,314,1,0,0,0.0,,,,,,,0,0
1,155,314,1,1,1,2500.0,35.0,1300.0,2,7,100.0,LIVING_ROOM,0,0
1,1428,1300,1,0,0,0.0,,,,,,,0,0
1,450,469,1,0,0,0.0,,,,,,,0,0
1,416,435,1,0,0,0.0,,,,,,,0,0
1,155,445,1,0,0,0.0,,,,,,,0,0
1,1406,1282,3,3,4,5000.0,125.0,2500.0,6,30,300.0,ROOM_BEDROOM,1,37
1,155,876,1,3,2,1500.0,59.0,2500.0,5,3,150.0,UNCATEGORIZED,1,85
1,450,469,1,0,0,0.0,,,,,,,0,0
1,495,517,1,0,0,0.0,,,,,,,0,0
1,155,916,1,1,2,2000.0,70.0,2900.0,2,30,200.0,LIVING_ROOM,1,80
1,968,940,3,0,0,0.0,,,,,,,0,0
1,155,838,1,0,0,0.0,,,,,,,0,0
1,893,873,2,3,3,700.0,75.0,375.0,3,8,100.0,ROOM_BEDROOM,1,211
1,155,840,6,1,1,1500.0,39.0,1375.0,2,23,150.0,DETAILS,1,65
1,163,184,1,0,0,0.0,,,,,,,0,0
2,1086,,1,2,2,1000.0,40.0,2750.0,3,14,100.0,UNCATEGORIZED,1,3
1,155,491,1,2,2,2500.0,68.0,2500.0,4,30,100.0,LIVING_DINING_ROOM,1,1599
1,155,876,12,2,3,1980.0,65.0,1980.0,3,11,150.0,LIVING_DINING_ROOM,1,10
1,450,469,12,2,4,5400.0,106.0,2700.0,4,14,200.0,ROOM_BEDROOM,1,358
2,1520,,1,3,3,500.0,58.0,3684.0,6,26,280.0,UNCATEGORIZED,1,0
1,155,509,1,0,0,0.0,,,,,,,0,0
1,352,373,1,0,0,0.0,,,,,,,0,0
1,1561,1401,1,4,3,1085.0,70.0,2175.0,5,23,60.0,UNCATEGORIZED,1,15
1,155,491,6,4,3,2600.0,100.0,2600.0,3,17,150.0,OUTDOOR_BUILDING,1,80
1,359,380,1,3,5,3600.0,170.0,3600.0,5,8,100.0,ROOM_BEDROOM,1,2
1,771,782,3,1,1,1500.0,27.0,1200.0,2,6,80.0,UNCATEGORIZED,1,138
1,155,774,3,2,4,4000.0,105.0,4200.0,2,19,125.0,LIVING_DINING_ROOM,1,58
1,286,316,1,3,1,550.0,67.0,1290.0,4,31,39.0,UNCATEGORIZED,1,12
1,749,761,1,6,2,0.0,54.0,4300.0,6,8,134.0,UNCATEGORIZED,1,0
1,155,453,1,1,1,2235.0,33.54,1649.0,2,26,239.0,LIVING_ROOM,1,338
2,1352,,1,2,2,300.0,42.0,2553.0,2,16,237.0,ROOM_BEDROOM,1,10
1,1411,1286,1,0,0,0.0,,,,,,,0,0
1,968,940,3,3,4,8000.0,130.0,4000.0,6,1,200.0,EMPTY_ROOM,0,0
2,870,,1,0,0,0.0,,,,,,,0,0
1,1269,1178,1,0,0,0.0,,,,,,,0,0
1,155,530,3,2,2,2000.0,35.0,1400.0,2,14,100.0,LIVING_DINING_ROOM,0,0
1,718,732,1,1,2,1000.0,37.0,1390.0,2,14,100.0,LIVING_DINING_ROOM,1,302
1,155,916,1,3,3,2000.0,65.0,2499.0,6,17,100.0,LIVING_DINING_ROOM,1,194
1,155,1068,1,0,0,0.0,,,,,,,0,0
1,346,367,3,6,3,300.0,52.0,2000.0,6,10,100.0,UNCATEGORIZED,0,0
1,771,782,3,1,2,500.0,55.0,1600.0,2,11,0.0,UNCATEGORIZED,1,127
1,155,490,1,0,0,0.0,,,,,,,0,0
2,1086,,1,2,1,2500.0,27.0,2278.0,2,12,110.0,ROOM_BEDROOM,1,23
2,297,1343,6,1,2,2100.0,25.0,1050.0,2,2,100.0,KITCHEN,1,6
1,595,611,3,3,3,4000.0,84.0,2390.0,3,14,100.0,UNCATEGORIZED,1,56
2,1086,,1,1,2,1500.0,18.0,1833.0,1,12,110.0,ROOM_BEDROOM,1,27
1,526,547,1,6,3,0.0,70.0,3600.0,5,16,60.0,UNCATEGORIZED,1,5
1,155,965,1,0,0,0.0,,,,,,,0,0
1,986,955,1,0,0,0.0,,,,,,,0,0
2,998,,1,2,3,3100.0,62.0,2550.0,4,8,0.0,UNCATEGORIZED,1,21
1,155,916,1,3,3,1000.0,55.0,1400.0,4,20,30.0,LIVING_DINING_ROOM,0,0
1,155,328,6,1,2,3000.0,67.0,1500.0,2,13,150.0,LIVING_DINING_ROOM,1,247
1,155,916,1,1,2,1500.0,65.0,2900.0,2,9,150.0,ROOM_BEDROOM,1,180
1,834,830,2,3,2,2000.0,45.0,1200.0,3,8,50.0,LIVING_DINING_ROOM,1,289
1,223,916,1,0,0,0.0,,,,,,,0,0
1,155,445,1,0,0,0.0,,,,,,,0,0
1,155,1068,1,0,0,0.0,,,,,,,0,0
2,1180,971,1,2,2,0.0,37.0,4495.0,4,14,0.0,UNCATEGORIZED,1,0
1,752,763,1,0,0,0.0,,,,,,,0,0
1,155,200,1,0,0,0.0,,,,,,,0,0
1,63,72,1,0,0,0.0,,,,,,,0,0
1,595,610,3,3,3,1000.0,97.0,1850.0,3,17,150.0,LIVING_DINING_ROOM,1,15
1,155,916,1,0,0,0.0,,,,,,,0,0
1,155,1068,2,2,1,2000.0,33.0,1790.0,2,20,250.0,LIVING_ROOM,1,773
1,603,619,14,1,1,1900.0,30.0,974.0,2,8,150.0,ROOM_BEDROOM,1,115
1,155,774,1,0,0,0.0,,,,,,,0,0
1,155,1049,3,3,3,3000.0,110.0,2500.0,4,10,0.0,LIVING_ROOM,1,218
0,1530,,1,2,3,700.0,64.0,2490.0,4,7,180.0,UNCATEGORIZED,1,0
1,155,877,2,1,2,3000.0,65.0,1499.0,1,24,80.0,LIVING_DINING_ROOM,1,464
1,893,873,6,2,1,600.0,25.0,600.0,1,5,150.0,ROOM_BEDROOM,1,419
1,155,491,3,1,2,3500.0,68.0,1990.0,2,28,150.0,LIVING_DINING_ROOM,1,58
2,1086,,6,2,2,2100.0,35.0,1105.0,2,12,0.0,LIVING_DINING_ROOM,1,161
1,940,919,1,0,0,0.0,,,,,,,0,0
1,1399,1277,1,4,3,0.0,60.0,2900.0,4,17,60.0,UNCATEGORIZED,1,1
1,893,873,1,0,0,0.0,,,,,,,0,0
1,434,460,2,2,3,0.0,120.0,3900.0,3,36,200.0,UNCATEGORIZED,1,3
1,277,312,1,0,0,0.0,,,,,,,0,0
1,771,782,3,0,0,0.0,,,,,,,0,0
1,1157,1101,1,1,1,800.0,63.0,895.0,2,8,30.0,DINING_ROOM,1,101
1,968,940,1,1,2,800.0,51.0,1900.0,1,4,80.0,LIVING_DINING_ROOM,1,29
1,450,469,3,1,1,3000.0,45.0,1500.0,2,7,100.0,UNCATEGORIZED,0,0
1,155,1338,3,1,1,2780.0,41.0,1390.0,2,14,150.0,LIVING_ROOM,1,427
2,1449,,2,0,1,1050.0,19.5,1050.0,1,8,50.0,UNCATEGORIZED,1,2818
1,1276,1183,1,3,3,1600.0,102.0,1600.0,5,14,100.0,ROOM_BEDROOM,1,60
2,1086,248,1,0,0,0.0,,,,,,,0,0
1,155,916,1,3,2,3000.0,78.0,3133.0,6,14,150.0,UNCATEGORIZED,1,1311
1,359,380,1,0,0,0.0,,,,,,,0,0
1,155,276,2,2,2,1500.0,63.0,2000.0,2,8,150.0,ROOM_BEDROOM,1,158
1,359,380,3,1,3,3500.0,68.0,3544.0,1,12,80.0,OUTDOOR_BUILDING,1,91
1,155,916,4,1,3,600.0,70.0,600.0,1,9,100.0,UNCATEGORIZED,0,0
1,721,735,1,0,0,0.0,,,,,,,0,0
2,1086,,1,1,1,2500.0,34.0,2778.0,2,15,110.0,LIVING_DINING_ROOM,1,38
0,1530,,1,1,1,0.0,40.0,1700.0,2,10,80.0,UNCATEGORIZED,1,29
1,346,367,1,0,0,0.0,,,,,,,0,0
1,968,940,3,1,2,1400.0,37.0,1450.0,1,9,100.0,ROOM_BEDROOM,1,573
1,155,486,1,3,5,100.0,156.0,2600.0,5,12,50.0,HALL_CORRIDOR,1,86
1,1070,1035,1,0,0,0.0,,,,,,,0,0
1,595,46,6,1,3,8046.0,185.0,3400.0,3,14,150.0,UNCATEGORIZED,0,0
0,1530,,1,3,3,700.0,89.0,2890.0,6,6,180.0,LIVING_DINING_ROOM,1,6
2,1086,,1,1,2,2200.0,42.0,2444.0,2,13,110.0,UNCATEGORIZED,1,91
1,155,530,1,2,3,4000.0,96.0,2500.0,3,10,100.0,ROOM_BEDROOM,1,63
1,155,314,1,0,0,0.0,,,,,,,0,0
0,1530,,1,1,2,1500.0,62.0,2190.0,2,16,310.0,LIVING_ROOM,1,0
1,718,732,1,0,0,0.0,,,,,,,0,0
1,155,1049,2,2,3,1800.0,80.0,1800.0,3,7,100.0,LIVING_DINING_ROOM,1,173
1,968,940,3,0,0,0.0,,,,,,,0,0
0,1530,,1,1,2,1500.0,55.0,1970.0,2,15,310.0,LIVING_ROOM,1,0
1,359,380,1,0,0,0.0,,,,,,,0,0
1,1561,1401,1,1,1,759.0,34.0,750.0,1,10,50.0,UNCATEGORIZED,1,61
1,968,940,3,0,0,0.0,,,,,,,0,0
1,155,1068,1,2,2,3000.0,53.0,2990.0,4,8,150.0,ROOM_BEDROOM,1,22
1,155,490,3,2,2,2000.0,55.0,1300.0,2,30,150.0,UNCATEGORIZED,1,117
1,155,876,1,2,1,2000.0,47.0,1590.0,2,22,309.0,LIVING_ROOM,1,658
1,352,373,1,0,0,0.0,,,,,,,0,0
1,595,46,6,1,2,1500.0,42.0,1295.0,1,15,150.0,LIVING_DINING_ROOM,1,232
1,1471,1318,1,0,0,0.0,,,,,,,0,0
1,1356,1250,1,0,0,0.0,,,,,,,0,0
2,1086,,1,8,6,5000.0,240.0,31000.0,10,39,500.0,OUTDOOR_BUILDING,1,7
1,155,774,1,3,5,2500.0,170.0,2890.0,4,36,150.0,ROOM_BEDROOM,1,3
1,155,916,2,1,2,1890.0,45.0,1890.0,2,8,120.0,LIVING_ROOM,1,166
1,595,397,3,0,0,0.0,,,,,,,0,0
1,155,27,2,3,4,3500.0,110.0,3200.0,6,20,300.0,LIVING_DINING_ROOM,1,138
1,968,940,3,6,3,1500.0,80.0,3000.0,6,15,0.0,ROOM_BEDROOM,0,0
1,155,1190,1,0,0,0.0,,,,,,,0,0
1,155,774,1,1,2,450.0,50.0,1950.0,2,11,50.0,LIVING_ROOM,1,287
1,223,644,1,0,0,0.0,,,,,,,0,0
1,155,1338,1,0,0,0.0,,,,,,,0,0
1,359,380,1,3,3,1300.0,80.0,2650.0,4,8,60.0,LIVING_DINING_ROOM,1,197
1,57,68,1,0,0,0.0,,,,,,,0,0
1,627,299,3,3,5,4500.0,166.0,3000.0,3,20,150.0,LIVING_ROOM,1,7
1,692,712,1,0,0,0.0,,,,,,,0,0
1,1307,1207,2,2,2,2000.0,71.0,1980.0,3,28,100.0,UNCATEGORIZED,1,76
1,155,1190,3,1,2,2800.0,85.0,1950.0,2,27,190.0,KITCHEN,1,238
0,1530,,1,3,2,300.0,45.0,2000.0,6,15,150.0,ROOM_BEDROOM,1,10
1,968,940,3,0,0,0.0,,,,,,,0,0
2,1086,,1,0,0,0.0,,,,,,,0,0
2,696,,1,1,2,2380.0,40.0,2380.0,2,7,0.0,LIVING_DINING_ROOM,1,3
1,155,1068,3,1,1,1000.0,85.0,1550.0,2,2,0.0,ROOM_BEDROOM,1,287
1,224,247,1,0,0,0.0,,,,,,,0,0
1,1199,1133,1,0,0,0.0,,,,,,,0,0
1,579,594,1,0,0,0.0,,,,,,,0,0
1,155,314,2,1,2,4200.0,85.0,2390.0,2,16,150.0,LIVING_DINING_ROOM,1,98
1,155,1068,2,3,2,3000.0,112.0,2600.0,2,13,100.0,LIVING_ROOM,1,23
2,301,,1,1,1,0.0,26.0,3720.0,2,12,0.0,UNCATEGORIZED,1,6
1,968,940,6,1,3,6800.0,83.0,3400.0,2,7,200.0,LIVING_DINING_ROOM,1,30
1,595,610,4,1,2,9000.0,104.0,5900.0,2,3,240.0,LIVING_ROOM,0,0
1,155,916,1,0,0,0.0,,,,,,,0,0
1,720,734,1,1,1,500.0,65.0,2300.0,2,10,60.0,ROOM_BEDROOM,1,4
2,1377,,1,0,0,0.0,,,,,,,0,0
1,1077,679,3,1,2,4800.0,60.0,2400.0,2,22,100.0,LIVING_ROOM,1,3
1,155,1049,3,2,3,1500.0,72.0,2980.0,4,19,320.0,LIVING_DINING_ROOM,1,10
1,416,435,3,1,2,2360.0,64.0,1380.0,1,8,0.0,LIVING_ROOM,1,25
1,359,380,1,0,0,0.0,,,,,,,0,0
1,155,888,1,0,0,0.0,,,,,,,0,0
1,155,916,1,0,0,0.0,,,,,,,0,0
1,155,774,1,1,1,1000.0,35.0,1595.0,2,12,70.0,LIVING_ROOM,1,290
1,547,565,1,3,6,2950.0,167.0,2950.0,4,18,150.0,LIVING_DINING_ROOM,1,11
0,1530,,1,1,2,1500.0,67.0,3010.0,2,16,310.0,LIVING_ROOM,1,0
1,718,732,1,1,1,0.0,32.0,1615.0,2,9,0.0,UNCATEGORIZED,1,25
1,834,830,1,1,1,2000.0,40.0,1780.0,2,32,150.0,ROOM_BEDROOM,1,16
1,1039,1004,2,1,1,600.0,31.0,600.0,2,6,150.0,UNCATEGORIZED,0,0
1,595,610,3,1,2,2200.0,49.0,1450.0,2,8,150.0,LIVING_ROOM,1,200
1,727,742,1,0,0,0.0,,,,,,,0,0
0,1171,,1,0,0,0.0,,,,,,,0,0
1,596,612,1,0,0,0.0,,,,,,,0,0
1,968,940,15,1,1,2500.0,21.0,1300.0,1,3,500.0,ROOM_BEDROOM,1,505
1,872,858,1,3,2,400.0,72.0,1450.0,4,16,40.0,UNCATEGORIZED,0,0
2,1086,,1,1,2,2500.0,31.0,2444.0,2,14,110.0,UNCATEGORIZED,1,29
1,359,380,1,0,0,0.0,,,,,,,0,0
1,1411,1286,6,1,2,2800.0,44.0,1400.0,2,5,150.0,LIVING_DINING_ROOM,1,43
1,834,830,1,0,0,0.0,,,,,,,0,0
2,1222,1114,1,1,2,1860.0,42.0,2067.0,2,12,110.0,LIVING_DINING_ROOM,1,49
1,595,46,3,1,2,2500.0,80.0,2500.0,2,19,150.0,LIVING_DINING_ROOM,1,41
1,502,522,1,0,0,0.0,,,,,,,0,0
1,155,254,1,0,0,0.0,,,,,,,0,0
1,165,187,3,1,1,650.0,16.0,650.0,1,6,50.0,ROOM_BEDROOM,0,0
1,1032,997,1,0,0,0.0,,,,,,,0,0
1,155,965,1,0,0,0.0,,,,,,,0,0
1,155,41,3,7,5,2900.0,150.0,3600.0,6,22,290.0,UNCATEGORIZED,1,26
1,759,772,1,1,3,1500.0,80.0,999.0,2,12,150.0,HALL_CORRIDOR,1,306
1,307,325,1,1,2,1790.0,50.0,1790.0,2,25,150.0,UNCATEGORIZED,1,194
0,1530,,1,1,2,1500.0,47.0,1970.0,2,16,310.0,LIVING_ROOM,1,9
1,1568,1407,1,1,3,2000.0,50.0,2000.0,3,5,150.0,LIVING_DINING_ROOM,0,0
1,1032,997,1,1,2,2100.0,40.0,700.0,2,1,150.0,ROOM_BEDROOM,0,0
1,155,774,3,1,1,1300.0,43.0,1490.0,2,18,150.0,UNCATEGORIZED,1,504
1,222,246,1,0,0,0.0,,,,,,,0,0
2,1086,,6,1,1,2500.0,28.0,1400.0,2,6,150.0,UNCATEGORIZED,1,113
1,615,631,1,0,0,0.0,,,,,,,0,0
1,155,620,2,1,2,3800.0,95.0,2390.0,2,26,95.0,LIVING_ROOM,1,27
1,718,732,1,1,1,0.0,26.0,1249.0,2,13,60.0,UNCATEGORIZED,1,73
1,155,314,1,0,0,0.0,,,,,,,0,0
1,155,530,3,1,3,1000.0,85.0,2500.0,2,9,80.0,LIVING_ROOM,1,163
1,1485,878,1,0,0,0.0,,,,,,,0,0
1,1276,1183,1,2,2,1000.0,50.0,1300.0,3,25,120.0,LIVING_ROOM,1,32
1,155,530,1,0,0,0.0,,,,,,,0,0
1,1039,1004,1,0,0,0.0,,,,,,,0,0
1,224,247,1,1,1,500.0,35.0,1300.0,2,30,150.0,UNCATEGORIZED,1,14
1,155,918,1,1,1,1200.0,44.0,1190.0,2,8,150.0,LIVING_ROOM,1,154
2,1086,,3,1,2,4800.0,61.0,2526.0,2,14,0.0,UNCATEGORIZED,1,10
1,458,478,1,0,0,0.0,,,,,,,0,0
1,450,469,3,2,3,4400.0,117.0,2200.0,3,28,0.0,LIVING_DINING_ROOM,1,19
1,517,537,1,0,0,0.0,,,,,,,0,0
1,155,620,1,0,0,0.0,,,,,,,0,0
2,1086,,1,0,0,0.0,,,,,,,0,0
1,155,620,1,1,2,1000.0,55.0,1000.0,1,6,50.0,LIVING_ROOM,1,495
1,155,1049,3,2,2,3780.0,60.0,1890.0,1,25,150.0,LIVING_ROOM,1,86
1,155,491,1,0,0,0.0,,,,,,,0,0
1,968,940,3,2,3,2250.0,80.0,2250.0,2,5,100.0,UNCATEGORIZED,1,4
1,155,916,1,0,0,0.0,,,,,,,0,0
2,1086,,1,1,1,0.0,21.0,1889.0,2,8,0.0,LIVING_ROOM,1,57
1,286,316,1,4,4,500.0,105.0,1850.0,8,30,100.0,LIVING_DINING_ROOM,1,2
1,346,367,1,1,3,3000.0,70.0,1800.0,2,12,250.0,HALL_CORRIDOR,0,0
1,359,380,3,2,2,1500.0,60.0,1450.0,2,5,150.0,ROOM_BEDROOM,0,0
1,413,432,3,3,3,3400.0,66.0,1700.0,3,12,150.0,ROOM_BEDROOM,1,95
2,273,1228,1,1,1,900.0,27.0,619.0,2,6,52.0,LIVING_DINING_ROOM,1,18
0,1530,,1,0,0,0.0,,,,,,,0,0
0,1530,,1,1,1,0.0,11.0,1000.0,2,10,25.0,LIVING_ROOM,1,34
1,1387,1087,2,2,2,1500.0,63.0,1750.0,2,22,110.0,UNCATEGORIZED,1,48
1,968,940,3,0,0,0.0,,,,,,,0,0
1,595,397,1,1,2,3000.0,78.0,3000.0,2,33,150.0,LIVING_ROOM,1,88
2,1086,248,2,3,2,3400.0,80.0,8000.0,4,24,200.0,HALL_CORRIDOR,1,69
1,659,676,1,1,3,1290.0,75.0,1290.0,2,6,120.0,LIVING_DINING_ROOM,1,65
1,155,916,1,3,3,3700.0,120.0,3500.0,2,13,150.0,LIVING_ROOM,1,89
1,659,676,1,0,0,0.0,,,,,,,0,0
1,155,491,1,0,0,0.0,,,,,,,0,0
1,1411,1286,1,0,0,0.0,,,,,,,0,0
2,1588,,1,0,0,0.0,,,,,,,0,0
1,1534,1376,1,0,0,0.0,,,,,,,0,0
1,155,989,1,0,0,0.0,,,,,,,0,0
1,1107,1063,1,0,0,0.0,,,,,,,0,0
1,771,782,3,0,0,0.0,,,,,,,0,0
1,162,183,1,0,0,0.0,,,,,,,0,0
1,968,940,6,4,4,10000.0,150.0,5000.0,6,25,150.0,UNCATEGORIZED,1,203
2,1086,,1,1,1,1700.0,15.0,1833.0,2,12,110.0,UNCATEGORIZED,1,50
1,595,611,3,4,3,3500.0,140.0,3500.0,4,20,200.0,ROOM_BEDROOM,1,6
1,968,940,3,1,1,4200.0,35.0,1400.0,2,18,250.0,LIVING_DINING_ROOM,1,103
1,524,545,1,0,0,0.0,,,,,,,0,0
1,358,379,1,8,4,0.0,100.0,5700.0,8,17,70.0,ROOM_BEDROOM,1,0
1,603,619,3,4,5,8000.0,180.0,3750.0,6,31,150.0,UNCATEGORIZED,1,54
1,155,639,1,0,0,0.0,,,,,,,0,0
1,1100,1060,1,1,1,1200.0,27.0,1200.0,2,13,50.0,UNCATEGORIZED,1,25
1,625,641,1,2,1,0.0,43.0,1410.0,2,10,60.0,ROOM_BEDROOM,1,2
1,595,397,3,1,4,1500.0,107.0,1900.0,2,8,60.0,LIVING_ROOM,1,11
1,7,12,1,0,0,0.0,,,,,,,0,0
2,1086,,3,1,1,1500.0,19.0,1350.0,1,8,45.0,LIVING_ROOM,1,366
2,1086,,1,1,2,600.0,30.0,2274.0,2,19,0.0,UNCATEGORIZED,1,14
1,623,638,1,1,1,0.0,9.0,800.0,1,13,40.0,UNCATEGORIZED,1,12
2,1086,,1,1,1,2000.0,14.0,1350.0,1,22,69.0,UNCATEGORIZED,1,43
1,595,46,3,0,0,0.0,,,,,,,0,0
2,1086,,3,3,3,800.0,75.0,800.0,4,4,100.0,LIVING_DINING_ROOM,0,0
1,155,1068,1,2,2,2000.0,58.0,2550.0,2,26,120.0,KITCHEN,1,18
1,155,918,2,1,1,1500.0,34.0,1390.0,2,8,60.0,LIVING_ROOM,1,212
1,152,172,1,3,3,1000.0,80.0,750.0,2,3,50.0,ROOM_BEDROOM,1,21
1,155,1190,1,0,0,0.0,,,,,,,0,0
1,1356,1250,6,1,2,2000.0,55.0,1350.0,2,3,0.0,LIVING_DINING_ROOM,1,36
1,155,916,1,1,1,500.0,58.0,990.0,4,15,60.0,UNCATEGORIZED,1,321
1,619,634,4,2,1,900.0,41.5,989.0,2,7,50.0,LIVING_ROOM,1,50
1,413,432,1,0,0,0.0,,,,,,,0,0
2,870,,1,0,0,0.0,,,,,,,0,0
1,595,46,1,0,0,0.0,,,,,,,0,0
1,458,478,1,0,0,0.0,,,,,,,0,0
1,155,774,3,1,2,3650.0,70.0,1950.0,2,22,50.0,LIVING_DINING_ROOM,1,8
1,155,774,3,4,5,6398.0,108.0,3199.0,5,24,100.0,OFFICE,1,28
2,1086,,1,1,1,1700.0,11.0,1506.0,2,8,110.0,LIVING_ROOM,1,235
1,417,436,1,1,1,1000.0,27.0,1150.0,1,10,150.0,ROOM_BEDROOM,1,87
1,771,782,3,5,2,0.0,80.0,3600.0,5,11,60.0,UNCATEGORIZED,1,0
2,1086,,1,0,0,0.0,,,,,,,0,0
1,450,469,4,1,2,5000.0,79.0,2690.0,2,6,150.0,UNCATEGORIZED,1,0
1,249,288,1,0,0,0.0,,,,,,,0,0
1,479,501,1,5,1,2500.0,90.0,1870.0,6,8,80.0,UNCATEGORIZED,1,122
1,152,172,1,0,0,0.0,,,,,,,0,0
1,155,491,1,1,1,2385.0,43.0,1859.0,2,27,309.0,ROOM_BEDROOM,1,209
1,155,315,1,3,4,1500.0,77.0,2750.0,4,14,60.0,ROOM_BEDROOM,1,314
1,1064,1031,1,0,0,0.0,,,,,,,0,0
1,155,491,1,0,0,0.0,,,,,,,0,0
1,155,916,2,2,5,5800.0,163.0,5800.0,3,26,200.0,DINING_ROOM,1,76
1,155,774,3,1,2,2576.0,50.0,2576.0,2,22,150.0,UNCATEGORIZED,1,60
1,1176,1116,12,1,3,1950.0,50.0,650.0,3,3,200.0,EMPTY_ROOM,0,0
1,470,489,4,2,3,3500.0,100.0,2860.0,4,35,220.0,DETAILS,1,10
2,1125,,1,2,4,1000.0,110.0,2500.0,4,3,100.0,LIVING_DINING_ROOM,0,0
2,1467,,1,1,2,1000.0,20.0,815.0,1,5,0.0,ROOM_BEDROOM,1,57
1,155,916,6,1,2,3500.0,60.0,2250.0,2,4,150.0,LIVING_ROOM,1,101
1,155,530,1,3,3,500.0,80.0,2000.0,3,20,100.0,UNCATEGORIZED,1,855
1,450,469,1,0,0,0.0,,,,,,,0,0
1,595,610,3,3,3,2000.0,67.0,1180.0,2,22,0.0,LIVING_DINING_ROOM,0,0
1,24,318,1,3,3,2000.0,45.0,1250.0,4,22,150.0,ROOM_BEDROOM,1,2
1,1356,1250,1,0,0,0.0,,,,,,,0,0
1,603,619,1,0,0,0.0,,,,,,,0,0
1,155,1068,3,1,2,5000.0,78.0,2250.0,2,8,0.0,LIVING_ROOM,1,194
2,1086,,1,1,2,2500.0,40.0,2333.0,4,10,110.0,ROOM_BEDROOM,1,26
0,1530,,1,2,2,1946.0,30.0,1946.0,2,12,68.0,DINING_ROOM,1,10
1,390,409,1,2,1,0.0,20.0,1700.0,2,10,40.0,UNCATEGORIZED,1,0
1,351,372,4,2,2,500.0,55.0,285.0,2,3,0.0,EMPTY_ROOM,0,0
2,870,,1,0,0,0.0,,,,,,,0,0
1,771,782,6,2,2,4000.0,70.0,2300.0,3,21,120.0,EMPTY_ROOM,1,147
